Customer_ID,Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Employment_Status,Account_Tenure,Credit_Card_Type,Location,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Age_Group
cust0166,59,100999.0,457.0,0.353863607,6,0,50989.0,0.31293176,self-employed,2,platinum,chicago,missed,missed,late,on-time,late,missed,Senior
cust0167,30,21970.0,328.0,0.460439063,0,0,85107.0,0.341506509,emp,15,gold,houston,on-time,on-time,missed,missed,late,on-time,Early Career
cust0168,68,185883.0,604.0,0.424048532,6,0,13761.0,0.235595398,emp,4,platinum,new york,on-time,late,missed,missed,on-time,late,Retired
cust0169,49,53513.0,339.0,0.482472348,4,0,26549.0,0.41520314,retired,15,gold,phoenix,on-time,late,missed,on-time,missed,late,Mid Career
cust0170,56,150230.0,766.0,0.53054358,2,0,5539.0,0.482216895,emp,2,business,houston,on-time,missed,on-time,on-time,late,on-time,Senior
cust0171,66,38959.0,310.0,0.617639987,5,1,67460.0,0.139732386,self-employed,19,business,phoenix,missed,late,late,missed,late,on-time,Retired
cust0172,69,172504.0,677.0,0.60173365,2,0,98999.0,0.1784402,self-employed,14,standard,chicago,missed,on-time,on-time,missed,on-time,late,Retired
cust0173,49,101188.0,818.0,0.05,2,0,74403.0,0.304308301,employed,2,standard,new york,on-time,on-time,missed,on-time,on-time,late,Mid Career
cust0174,21,47217.0,383.0,0.480538362,4,1,31316.0,0.274344902,employed,19,platinum,houston,on-time,late,on-time,missed,missed,missed,Young
cust0175,47,72458.0,407.0,0.198115617,6,0,37445.0,0.489641241,employed,13,gold,new york,late,missed,missed,late,late,late,Mid Career
cust0176,54,76476.0,788.0,0.44485455,5,0,69963.0,0.321978432,self-employed,15,student,chicago,on-time,missed,late,missed,missed,late,Senior
cust0177,40,159356.0,339.0,0.475242082,4,0,68636.0,0.439254525,self-employed,16,standard,new york,late,on-time,missed,on-time,missed,late,Mid Career
cust0178,56,165580.0,447.0,0.695229672,0,0,45776.0,0.1,self-employed,19,student,new york,late,late,late,late,on-time,on-time,Senior
cust0179,62,108610.0,446.0,0.493976907,3,0,11061.0,0.381416948,employed,17,student,los angeles,late,late,missed,late,on-time,missed,Senior
cust0180,32,182280.0,467.0,0.551843604,2,0,74433.0,0.228448318,retired,17,gold,new york,late,late,on-time,late,missed,missed,Early Career
cust0181,60,127816.0,638.0,0.658611276,3,0,50183.0,0.226845743,retired,13,platinum,phoenix,on-time,missed,late,missed,on-time,late,Senior
cust0182,46,149415.0,605.0,0.745550452,4,0,30549.0,0.275164197,emp,17,gold,houston,late,late,on-time,missed,missed,on-time,Mid Career
cust0183,53,120616.0,469.0,0.475397215,4,0,69666.0,0.157541636,retired,14,standard,los angeles,late,missed,late,missed,on-time,missed,Senior
cust0184,30,199943.0,429.0,0.518835888,4,0,10951.0,0.344278553,unemployed,14,student,houston,late,late,late,missed,late,missed,Early Career
cust0185,49,178551.0,811.0,0.50200466,3,0,47721.0,0.319071497,employed,5,gold,houston,on-time,late,on-time,missed,late,late,Mid Career
cust0186,24,68932.0,792.0,0.391480207,4,0,84521.0,0.326619225,self-employed,14,gold,chicago,on-time,on-time,missed,late,late,on-time,Young
cust0187,68,23702.0,401.0,0.346176955,0,0,31198.0,0.388703102,retired,17,gold,chicago,late,late,missed,on-time,on-time,on-time,Retired
cust0188,39,107658.0,826.0,0.05,4,1,7796.0,0.451478205,employed,3,standard,los angeles,missed,on-time,late,on-time,on-time,late,Mid Career
cust0189,45,67528.0,526.0,0.284667813,1,0,64950.0,0.263628895,retired,7,platinum,chicago,on-time,on-time,on-time,late,missed,late,Mid Career
cust0190,19,162851.0,523.0,0.144273833,6,0,44437.0,0.347735064,employed,14,gold,chicago,missed,on-time,on-time,late,on-time,late,Young
cust0191,59,183513.0,800.0,0.751039697,3,1,49016.0,0.329298821,self-employed,2,standard,chicago,missed,on-time,late,late,late,on-time,Senior
cust0192,62,42192.0,301.0,0.537683202,1,0,45776.0,0.337761451,employed,14,student,houston,missed,missed,late,missed,on-time,late,Senior
cust0193,74,32019.0,475.0,0.474812205,4,0,22835.0,0.339259766,self-employed,12,business,los angeles,on-time,on-time,on-time,on-time,missed,missed,Retired
cust0194,70,67638.0,612.0,0.356502963,0,0,34897.0,0.459050334,employed,8,standard,houston,missed,late,missed,missed,missed,missed,Retired
cust0195,23,198401.0,820.0,0.505955853,2,1,42556.0,0.254032313,emp,1,business,phoenix,missed,missed,missed,late,on-time,late,Young
cust0196,45,153429.0,836.0,0.330404024,5,0,45776.0,0.14742641,retired,7,gold,houston,late,on-time,missed,late,late,missed,Mid Career
cust0197,45,141020.0,670.0,0.534803711,6,0,39259.0,0.230212623,retired,19,gold,phoenix,on-time,late,on-time,missed,late,missed,Mid Career
cust0198,61,59238.0,847.0,0.549146797,5,1,22835.0,0.375726693,unemployed,16,standard,new york,on-time,missed,missed,on-time,on-time,on-time,Senior
cust0199,61,88847.0,751.0,0.32772326,4,0,72809.0,0.302332951,employed,12,business,new york,missed,late,late,on-time,missed,missed,Senior
cust0200,37,69098.0,648.0,0.323907607,6,0,85014.0,0.253240066,retired,0,gold,phoenix,late,late,missed,on-time,on-time,late,Mid Career
cust0201,47,62295.0,383.0,0.692439871,6,0,49016.0,0.192350273,employed,1,student,phoenix,on-time,late,late,late,missed,on-time,Mid Career
cust0202,28,164143.0,310.0,0.489428009,0,0,95376.0,0.322128612,emp,14,platinum,houston,missed,missed,missed,missed,on-time,missed,Early Career
cust0203,72,143778.0,352.0,0.343795914,6,0,10778.0,0.364450628,employed,11,platinum,phoenix,missed,on-time,late,late,missed,late,Retired
cust0204,45,154487.0,725.0,0.42589874,3,0,95930.0,0.330587206,employed,13,gold,los angeles,missed,late,late,missed,missed,missed,Mid Career
cust0205,42,107658.0,836.0,0.297881183,1,0,27697.0,0.274666967,unemployed,1,business,new york,late,missed,on-time,late,late,on-time,Mid Career
cust0206,56,166456.0,522.0,0.486563284,1,1,33772.0,0.314664128,retired,17,gold,new york,on-time,on-time,missed,late,missed,on-time,Senior
cust0207,50,36447.0,610.0,0.666325662,1,0,42637.0,0.314084297,employed,6,business,phoenix,on-time,missed,missed,late,late,late,Mid Career
cust0208,18,165159.0,679.0,0.494465866,3,0,3081.0,0.318969693,self-employed,5,student,chicago,missed,missed,on-time,on-time,late,on-time,Young
cust0209,74,107658.0,709.0,0.972726689,5,0,45776.0,0.181569505,emp,13,business,chicago,on-time,on-time,missed,missed,missed,on-time,Retired
cust0210,44,40934.0,566.0,0.584271914,0,0,8828.0,0.319732635,employed,7,gold,phoenix,on-time,on-time,on-time,missed,missed,missed,Mid Career
cust0211,74,58088.0,701.0,0.54599089,6,0,1217.0,0.255940353,emp,1,student,los angeles,late,on-time,missed,missed,on-time,on-time,Retired
cust0212,69,149415.0,618.0,0.318339574,3,0,83604.0,0.404061861,retired,16,standard,chicago,late,late,missed,on-time,on-time,missed,Retired
cust0213,30,84836.0,776.0,0.452293311,1,0,82909.0,0.313291864,self-employed,4,platinum,phoenix,late,on-time,late,on-time,missed,on-time,Early Career
cust0214,58,97986.0,792.0,0.344197231,4,0,13761.0,0.383547922,unemployed,13,gold,los angeles,missed,late,on-time,on-time,late,missed,Senior
cust0215,20,166836.0,600.0,0.066870954,2,0,47695.0,0.269821861,unemployed,19,gold,los angeles,on-time,missed,late,on-time,on-time,on-time,Young
cust0216,56,191517.0,781.0,0.694852444,6,0,11564.0,0.273428616,self-employed,2,gold,houston,late,on-time,on-time,on-time,late,missed,Senior
cust0217,23,38289.0,682.0,0.397709889,3,0,43870.0,0.449425125,emp,4,student,los angeles,on-time,missed,on-time,missed,missed,missed,Young
cust0218,25,115497.0,617.0,0.347919985,3,0,92149.0,0.343633519,retired,15,standard,chicago,on-time,late,late,on-time,missed,missed,Young
cust0219,44,72108.0,339.0,0.542114007,0,0,23748.0,0.228548547,employed,17,business,chicago,on-time,on-time,late,missed,on-time,missed,Mid Career
cust0220,26,54298.0,836.0,0.60249991,0,0,15424.0,0.389697444,self-employed,16,standard,phoenix,on-time,missed,late,missed,missed,missed,Early Career
cust0221,54,187312.0,825.0,0.435845033,3,0,21613.0,0.246669527,employed,10,student,phoenix,late,missed,on-time,late,missed,late,Senior
cust0222,50,146456.0,768.0,0.499479666,1,1,41743.0,0.322569814,emp,16,gold,los angeles,late,late,missed,missed,on-time,late,Mid Career
cust0223,68,52131.0,565.0,0.649237481,2,0,24851.0,0.483667463,unemployed,15,platinum,new york,missed,on-time,late,on-time,late,late,Retired
cust0224,59,88963.0,572.0,0.427961281,6,0,41958.0,0.156871761,self-employed,1,gold,houston,on-time,missed,on-time,late,missed,on-time,Senior
cust0225,61,107658.0,535.0,0.560466748,0,0,98062.0,0.282421808,unemployed,3,business,new york,late,on-time,on-time,late,late,missed,Senior
cust0226,41,180983.0,776.0,0.168151076,6,0,14756.0,0.340827164,emp,6,platinum,los angeles,missed,on-time,on-time,late,late,late,Mid Career
cust0227,32,20569.0,823.0,0.2517362,1,0,11061.0,0.376469833,unemployed,1,gold,los angeles,late,late,missed,missed,on-time,missed,Early Career
cust0228,71,150683.0,820.0,0.621107956,6,0,11308.0,0.175876609,self-employed,5,platinum,new york,missed,missed,missed,on-time,missed,late,Retired
cust0229,49,107658.0,753.0,0.241288272,4,0,62010.0,0.146420973,emp,16,standard,houston,late,late,on-time,late,missed,missed,Mid Career
cust0230,49,191615.0,659.0,0.546827509,0,1,73327.0,0.409074935,employed,6,student,new york,missed,missed,on-time,late,missed,on-time,Mid Career
cust0231,41,165580.0,629.0,0.470600244,1,0,96167.0,0.227958514,self-employed,4,gold,phoenix,late,on-time,missed,late,late,on-time,Mid Career
cust0232,58,70284.0,696.0,0.427106547,1,1,2882.0,0.223771749,employed,4,business,chicago,on-time,on-time,late,late,on-time,late,Senior
cust0233,69,127816.0,781.0,0.334307446,2,0,32588.0,0.455024967,retired,19,standard,phoenix,late,on-time,late,late,missed,missed,Retired
cust0234,66,85390.0,617.0,0.681868004,2,0,11061.0,0.306970231,self-employed,15,gold,chicago,late,on-time,on-time,missed,missed,missed,Retired
cust0235,66,74101.0,561.0,0.845978231,4,0,42715.0,0.307623823,emp,18,standard,los angeles,missed,late,missed,missed,missed,missed,Retired
cust0236,69,127816.0,345.0,0.560038433,1,0,2926.0,0.282020055,retired,8,business,houston,late,late,on-time,missed,late,missed,Retired
cust0237,29,178273.0,363.0,0.564498143,5,0,98999.0,0.177601793,self-employed,4,gold,new york,on-time,missed,missed,on-time,missed,missed,Early Career
cust0238,56,61540.0,731.0,0.363533874,1,1,75777.0,0.367569695,employed,7,business,houston,on-time,missed,on-time,missed,on-time,on-time,Senior
cust0239,19,170576.0,729.0,0.260780554,2,0,29561.0,0.340945052,employed,8,platinum,new york,on-time,late,on-time,missed,missed,late,Young
cust0240,20,191615.0,332.0,0.492052219,5,0,44439.0,0.316869133,employed,4,business,phoenix,on-time,on-time,missed,on-time,late,on-time,Young
cust0241,66,138961.0,563.0,0.30525007,0,0,33772.0,0.288367696,unemployed,9,platinum,phoenix,on-time,late,missed,late,missed,missed,Retired
cust0242,54,114657.0,522.0,0.145477974,0,0,31481.0,0.270768035,retired,1,gold,new york,late,missed,late,on-time,missed,late,Senior
cust0243,66,76813.0,749.0,0.660689162,6,0,29584.0,0.391248339,emp,8,platinum,houston,on-time,on-time,late,late,on-time,late,Retired
cust0244,73,48307.0,319.0,0.670433358,3,0,45776.0,0.285870694,emp,10,gold,new york,late,on-time,late,late,missed,late,Retired
cust0245,34,193677.0,380.0,0.328232245,2,0,83604.0,0.293593896,unemployed,3,gold,los angeles,late,on-time,missed,on-time,missed,missed,Early Career
cust0246,66,186334.0,521.0,0.548792864,3,0,20052.0,0.352989315,employed,1,student,phoenix,missed,late,missed,missed,on-time,late,Retired
cust0247,19,74163.0,623.0,0.700390454,5,0,15424.0,0.320796093,employed,5,gold,los angeles,missed,late,missed,late,late,on-time,Young
cust0248,19,102235.0,412.0,0.541005337,2,1,26649.0,0.464227606,self-employed,13,platinum,phoenix,on-time,late,on-time,on-time,on-time,late,Young
cust0249,45,27763.0,655.0,0.261369071,4,0,52425.0,0.123863322,employed,0,student,phoenix,on-time,on-time,late,late,missed,late,Mid Career
cust0250,71,39285.0,818.0,0.453421317,1,0,99620.0,0.329990744,retired,17,student,chicago,missed,on-time,missed,missed,on-time,on-time,Retired
cust0251,40,66991.0,337.0,0.765361884,4,0,23431.0,0.229439422,employed,6,gold,los angeles,missed,missed,on-time,late,late,missed,Mid Career
cust0252,54,185883.0,663.0,0.549405329,5,1,95074.0,0.205791347,employed,0,business,los angeles,missed,on-time,missed,late,on-time,late,Senior
cust0253,49,119185.0,635.0,0.607826421,2,0,31674.0,0.254293579,self-employed,0,business,chicago,missed,missed,late,missed,late,on-time,Mid Career
cust0254,50,98042.0,847.0,0.568325844,5,1,90739.0,0.305467941,employed,0,student,houston,on-time,missed,late,missed,missed,on-time,Mid Career
cust0255,18,116042.0,544.0,0.328897728,1,0,30509.0,0.309906908,unemployed,3,gold,los angeles,missed,late,on-time,on-time,missed,missed,Young
cust0256,36,95219.0,535.0,0.375830956,0,0,41594.0,0.148269378,self-employed,3,business,new york,on-time,missed,missed,on-time,on-time,late,Mid Career
cust0257,19,155734.0,524.0,0.567773031,0,0,3142.0,0.245891617,unemployed,17,gold,chicago,on-time,on-time,on-time,on-time,late,missed,Young
cust0258,70,116042.0,608.0,0.663374356,5,1,63443.0,0.328122155,self-employed,10,gold,los angeles,late,on-time,missed,late,missed,on-time,Retired
cust0259,61,109456.0,354.0,0.71998099,3,0,8526.0,0.212306955,employed,0,student,houston,late,missed,on-time,missed,on-time,missed,Senior
cust0260,43,70284.0,405.0,0.328378891,2,0,10778.0,0.18852161,unemployed,9,student,los angeles,late,missed,missed,on-time,missed,on-time,Mid Career
cust0261,49,61540.0,777.0,0.586624107,2,0,15171.0,0.1,unemployed,8,standard,phoenix,on-time,missed,late,on-time,on-time,late,Mid Career
cust0262,23,93752.0,350.0,0.737408822,0,0,11942.0,0.233680655,unemployed,3,business,new york,on-time,missed,on-time,late,missed,late,Young
cust0263,49,42350.0,341.0,0.302583646,6,0,83022.0,0.18503708,self-employed,5,business,chicago,late,missed,missed,late,missed,missed,Mid Career
cust0264,72,97750.0,414.0,0.797349427,4,0,72332.0,0.201606712,emp,15,business,phoenix,late,missed,late,missed,on-time,missed,Retired
cust0265,21,142016.0,445.0,0.827788165,6,1,65548.0,0.27281797,employed,1,platinum,houston,late,on-time,missed,late,late,on-time,Young
cust0266,72,16062.0,584.0,1.025017268,1,0,92285.0,0.240017112,unemployed,17,gold,phoenix,missed,late,missed,missed,on-time,late,Retired
cust0267,28,75692.0,534.0,0.546186688,4,0,48397.0,0.183376211,retired,9,student,phoenix,missed,missed,late,late,missed,late,Early Career
cust0268,73,158087.0,669.0,0.547284935,4,0,68998.0,0.1,emp,16,business,houston,late,late,missed,on-time,missed,late,Retired
cust0269,34,53765.0,736.0,0.665398878,5,0,52413.0,0.330231131,retired,12,standard,phoenix,missed,missed,on-time,on-time,missed,late,Early Career
cust0270,55,198062.0,766.0,0.659560535,0,0,50989.0,0.375282721,employed,17,business,chicago,missed,missed,on-time,missed,late,late,Senior
cust0271,41,38049.0,648.0,0.725273372,6,0,44016.0,0.260325502,employed,12,gold,los angeles,late,missed,late,on-time,missed,missed,Mid Career
cust0272,22,166222.0,762.0,0.656806636,6,0,29416.0,0.27342243,unemployed,16,gold,phoenix,late,missed,missed,late,late,late,Young
cust0273,69,107658.0,423.0,0.478787618,0,1,45776.0,0.300281052,unemployed,4,student,chicago,missed,late,missed,late,missed,missed,Retired
cust0274,51,193031.0,670.0,0.744399424,6,1,80150.0,0.457878358,self-employed,10,platinum,los angeles,on-time,on-time,missed,missed,late,missed,Senior
cust0275,23,189358.0,823.0,0.28574917,0,0,2687.0,0.143229221,emp,6,student,los angeles,late,on-time,on-time,late,late,late,Young
cust0276,39,101188.0,694.0,0.501170467,5,1,23685.0,0.258551027,emp,9,business,phoenix,late,late,on-time,late,on-time,missed,Mid Career
cust0277,28,107658.0,421.0,0.812747123,3,0,77719.0,0.127802704,unemployed,16,standard,chicago,on-time,missed,missed,late,missed,on-time,Early Career
cust0278,65,54749.0,407.0,0.2499507,4,0,44439.0,0.336231846,employed,14,student,phoenix,missed,missed,on-time,on-time,on-time,late,Senior
cust0279,33,107658.0,418.0,0.364504869,5,0,37905.0,0.285604161,unemployed,17,platinum,houston,missed,on-time,late,missed,missed,on-time,Early Career
cust0280,50,65990.0,622.0,0.634349458,2,0,99005.0,0.320299211,employed,18,student,los angeles,missed,missed,missed,missed,late,missed,Mid Career
cust0281,26,42350.0,825.0,0.578782395,1,0,46813.0,0.315312256,employed,1,gold,phoenix,late,late,late,missed,missed,late,Early Career
cust0282,23,42350.0,823.0,0.324994918,3,1,45776.0,0.399070825,unemployed,3,business,los angeles,on-time,missed,missed,late,late,missed,Young
cust0283,33,116570.0,452.0,0.416761199,2,0,50989.0,0.353813296,employed,2,business,chicago,missed,on-time,missed,on-time,late,missed,Early Career
cust0284,46,159572.0,724.0,0.263843587,4,1,74433.0,0.383050796,emp,6,business,new york,on-time,on-time,on-time,on-time,late,missed,Mid Career
cust0285,20,116570.0,739.0,0.696097,6,0,52331.0,0.193446531,retired,17,business,phoenix,late,late,on-time,late,late,missed,Young
cust0286,37,190333.0,700.0,0.448823728,0,0,41958.0,0.419317086,employed,9,business,phoenix,late,missed,on-time,on-time,late,on-time,Mid Career
cust0287,53,32955.0,482.0,0.858431182,4,1,45089.0,0.227763726,employed,6,business,los angeles,missed,missed,late,late,late,missed,Senior
cust0288,36,141131.0,385.0,0.516220049,5,0,63375.0,0.233513046,employed,7,standard,chicago,on-time,missed,late,on-time,on-time,on-time,Mid Career
cust0289,43,68682.0,579.0,0.456051939,1,0,86965.0,0.327084258,retired,5,platinum,houston,missed,on-time,late,late,on-time,missed,Mid Career
cust0290,20,16062.0,658.0,0.436635648,5,0,67673.0,0.330191826,self-employed,0,business,chicago,late,on-time,on-time,missed,late,on-time,Young
cust0291,36,107658.0,836.0,0.451160033,3,0,70406.0,0.19281432,employed,3,platinum,phoenix,late,late,late,late,late,late,Mid Career
cust0292,37,155734.0,315.0,0.522164219,3,0,84521.0,0.282672071,retired,13,business,houston,missed,late,missed,on-time,missed,missed,Mid Career
cust0293,49,38061.0,316.0,1.002481515,1,0,95267.0,0.448823532,employed,16,student,chicago,late,late,late,late,missed,missed,Mid Career
cust0294,24,107658.0,436.0,0.432228066,2,0,45595.0,0.153166344,employed,19,business,new york,late,late,on-time,missed,on-time,missed,Young
cust0295,69,43251.0,515.0,0.438729308,2,1,52331.0,0.448521924,emp,17,gold,los angeles,missed,missed,on-time,late,late,on-time,Retired
cust0296,58,90353.0,658.0,0.513118769,3,0,82714.0,0.275830155,employed,10,standard,chicago,missed,missed,late,missed,late,missed,Senior
cust0297,50,81234.0,310.0,0.718054901,3,0,79552.0,0.1,self-employed,13,student,chicago,on-time,on-time,on-time,on-time,missed,on-time,Mid Career
cust0298,57,19835.0,793.0,0.215803088,6,0,41653.0,0.163326827,unemployed,8,student,new york,late,on-time,late,on-time,missed,missed,Senior
cust0299,56,107658.0,673.0,0.591018547,0,1,89660.0,0.203652246,retired,14,gold,phoenix,late,missed,on-time,late,missed,on-time,Senior
cust0300,35,107658.0,321.0,0.336514965,6,0,62342.0,0.23760707,employed,11,business,los angeles,missed,late,late,late,missed,on-time,Early Career
cust0301,57,159188.0,415.0,0.610654538,6,0,52259.0,0.289528674,employed,9,standard,chicago,missed,late,late,missed,on-time,late,Senior
cust0302,18,70479.0,834.0,0.401248012,2,0,82789.0,0.1,self-employed,18,student,houston,missed,late,late,late,missed,late,Young
cust0303,28,119573.0,700.0,0.05,1,0,52217.0,0.318680439,emp,18,standard,chicago,missed,late,late,missed,on-time,missed,Early Career
cust0304,45,81234.0,584.0,0.573915521,2,0,9859.0,0.194490949,employed,5,student,los angeles,late,late,missed,missed,missed,late,Mid Career
cust0305,74,149415.0,591.0,0.572228954,0,0,52217.0,0.439052257,employed,19,business,chicago,late,missed,on-time,on-time,on-time,late,Retired
cust0306,42,136465.0,595.0,0.384183938,5,0,75316.0,0.272982328,emp,5,student,new york,late,late,late,on-time,missed,on-time,Mid Career
cust0307,67,53494.0,591.0,0.372331228,3,0,12176.0,0.394284617,self-employed,7,student,chicago,on-time,on-time,late,missed,late,on-time,Retired
cust0308,40,107658.0,307.0,0.237725455,3,0,71588.0,0.411034898,retired,0,platinum,chicago,missed,late,on-time,missed,missed,missed,Mid Career
cust0309,48,70479.0,385.0,0.654619988,0,1,99005.0,0.408327324,retired,16,business,houston,missed,late,on-time,late,late,on-time,Mid Career
cust0310,47,90697.0,682.0,0.676443156,6,1,46720.0,0.243359326,employed,16,gold,new york,late,missed,missed,late,on-time,late,Mid Career
cust0311,59,19835.0,374.0,0.324189823,1,0,82909.0,0.242079984,emp,14,gold,new york,late,late,on-time,missed,late,on-time,Senior
cust0312,52,176426.0,320.0,0.392013108,3,1,31674.0,0.27750267,employed,6,business,chicago,missed,late,missed,missed,late,missed,Senior
cust0313,24,194208.0,321.0,0.487342176,4,0,62253.0,0.363623738,unemployed,18,gold,houston,missed,on-time,on-time,on-time,late,late,Young
cust0314,33,181267.0,494.0,0.954173056,6,0,15938.0,0.248930473,retired,2,business,chicago,on-time,missed,late,on-time,late,on-time,Early Career
cust0315,43,77292.0,316.0,0.60902435,3,0,612.0,0.288073753,employed,10,gold,chicago,late,late,missed,missed,late,late,Mid Career
cust0316,65,32019.0,419.0,0.311316897,4,0,13355.0,0.327359382,unemployed,19,platinum,los angeles,late,on-time,late,on-time,on-time,on-time,Senior
cust0317,74,102235.0,557.0,0.560756062,0,0,10778.0,0.209510807,employed,18,gold,los angeles,on-time,on-time,late,missed,missed,on-time,Retired
cust0318,69,120891.0,749.0,0.224661692,0,1,66118.0,0.203189171,self-employed,8,student,houston,on-time,late,on-time,on-time,missed,late,Retired
cust0319,66,33017.0,625.0,0.643598062,6,0,30443.0,0.284173612,retired,9,business,phoenix,missed,missed,missed,late,on-time,on-time,Retired
cust0320,19,53765.0,446.0,0.835109479,3,1,86846.0,0.297417881,employed,1,standard,los angeles,late,missed,on-time,on-time,missed,on-time,Young
cust0321,18,53513.0,391.0,0.835958337,2,0,82382.0,0.343388548,unemployed,0,standard,phoenix,missed,on-time,late,missed,missed,late,Young
cust0322,65,184160.0,316.0,0.646978701,4,0,95303.0,0.367188657,retired,15,business,new york,late,on-time,on-time,late,late,on-time,Senior
cust0323,29,70393.0,715.0,0.383317529,1,0,87110.0,0.190093718,emp,17,platinum,los angeles,missed,on-time,missed,missed,missed,on-time,Early Career
cust0324,22,193352.0,471.0,0.239819649,3,0,80430.0,0.218791507,self-employed,16,gold,los angeles,on-time,on-time,on-time,on-time,missed,on-time,Young
cust0325,54,137402.0,358.0,0.219958991,1,0,32615.0,0.202924771,unemployed,5,platinum,houston,missed,on-time,missed,late,on-time,late,Senior
cust0326,49,18709.0,534.0,0.05,3,0,62561.0,0.44124474,emp,13,standard,phoenix,on-time,missed,on-time,missed,missed,missed,Mid Career
cust0327,72,153311.0,696.0,0.638771153,2,0,3081.0,0.287972941,employed,14,business,los angeles,late,late,missed,on-time,missed,late,Retired
cust0328,26,106267.0,471.0,0.479432896,2,0,43927.0,0.30161293,emp,13,business,los angeles,missed,missed,missed,late,missed,missed,Early Career
cust0329,58,179506.0,461.0,0.681843233,6,0,32615.0,0.305777436,unemployed,2,platinum,houston,on-time,missed,late,missed,on-time,late,Senior
cust0330,52,26174.0,556.0,0.785606297,6,0,92183.0,0.228432999,unemployed,18,platinum,houston,late,on-time,on-time,late,on-time,on-time,Senior
cust0331,36,43251.0,644.0,0.519981109,2,0,39259.0,0.456426952,employed,11,gold,phoenix,on-time,missed,missed,on-time,missed,late,Mid Career
cust0332,65,81234.0,326.0,0.529192322,5,0,17023.0,0.341102665,emp,1,student,new york,on-time,late,late,late,missed,on-time,Senior
